split,class_name,patch_id,segment_id,dataset_path,source_crop_path
train,building,train_04_r1c1,69,data/classifier/train/building/train_04_r1c1_segment_69.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_69.png
train,building,train_05_r0c0,2,data/classifier/train/building/train_05_r0c0_segment_2.png,outputs/labeling/source_patches/train/train_05_r0c0/crops/segment_2.png
train,building,train_05_r1c1,11,data/classifier/train/building/train_05_r1c1_segment_11.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_11.png
train,building,train_05_r1c1,15,data/classifier/train/building/train_05_r1c1_segment_15.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_15.png
train,building,train_05_r1c1,18,data/classifier/train/building/train_05_r1c1_segment_18.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_18.png
train,building,train_05_r1c1,23,data/classifier/train/building/train_05_r1c1_segment_23.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_23.png
train,building,train_05_r1c1,29,data/classifier/train/building/train_05_r1c1_segment_29.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_29.png
train,building,train_05_r1c1,34,data/classifier/train/building/train_05_r1c1_segment_34.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_34.png
train,building,train_05_r1c1,38,data/classifier/train/building/train_05_r1c1_segment_38.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_38.png
train,building,train_05_r1c1,39,data/classifier/train/building/train_05_r1c1_segment_39.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_39.png
train,building,train_05_r1c1,4,data/classifier/train/building/train_05_r1c1_segment_4.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_4.png
train,building,train_05_r1c1,40,data/classifier/train/building/train_05_r1c1_segment_40.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_40.png
train,building,train_05_r1c1,8,data/classifier/train/building/train_05_r1c1_segment_8.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_8.png
train,building,train_09_r0c1,0,data/classifier/train/building/train_09_r0c1_segment_0.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_0.png
train,building,train_09_r0c1,11,data/classifier/train/building/train_09_r0c1_segment_11.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_11.png
train,building,train_16_r0c1,0,data/classifier/train/building/train_16_r0c1_segment_0.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_0.png
train,building,train_16_r0c1,20,data/classifier/train/building/train_16_r0c1_segment_20.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_20.png
train,building,train_16_r0c1,23,data/classifier/train/building/train_16_r0c1_segment_23.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_23.png
train,building,train_16_r0c1,3,data/classifier/train/building/train_16_r0c1_segment_3.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_3.png
train,building,train_16_r0c1,30,data/classifier/train/building/train_16_r0c1_segment_30.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_30.png
train,building,train_16_r0c1,7,data/classifier/train/building/train_16_r0c1_segment_7.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_7.png
train,building,train_16_r0c1,8,data/classifier/train/building/train_16_r0c1_segment_8.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_8.png
train,tree,building_patch_02,19,data/classifier/train/tree/building_patch_02_segment_19.png,outputs/labeling/building_patch_02/crops/segment_19.png
train,tree,building_patch_02,2,data/classifier/train/tree/building_patch_02_segment_2.png,outputs/labeling/building_patch_02/crops/segment_2.png
train,tree,building_patch_02,5,data/classifier/train/tree/building_patch_02_segment_5.png,outputs/labeling/building_patch_02/crops/segment_5.png
train,tree,building_patch_02,9,data/classifier/train/tree/building_patch_02_segment_9.png,outputs/labeling/building_patch_02/crops/segment_9.png
train,tree,parking_patch_01,22,data/classifier/train/tree/parking_patch_01_segment_22.png,outputs/labeling/parking_patch_01/crops/segment_22.png
train,tree,train_04_r1c0,0,data/classifier/train/tree/train_04_r1c0_segment_0.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_0.png
train,tree,train_04_r1c0,1,data/classifier/train/tree/train_04_r1c0_segment_1.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_1.png
train,tree,train_04_r1c0,12,data/classifier/train/tree/train_04_r1c0_segment_12.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_12.png
train,tree,train_04_r1c0,24,data/classifier/train/tree/train_04_r1c0_segment_24.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_24.png
train,tree,train_04_r1c0,32,data/classifier/train/tree/train_04_r1c0_segment_32.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_32.png
train,tree,train_04_r1c0,37,data/classifier/train/tree/train_04_r1c0_segment_37.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_37.png
train,tree,train_04_r1c0,7,data/classifier/train/tree/train_04_r1c0_segment_7.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_7.png
train,tree,train_04_r1c0,9,data/classifier/train/tree/train_04_r1c0_segment_9.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_9.png
train,tree,train_04_r1c1,0,data/classifier/train/tree/train_04_r1c1_segment_0.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_0.png
train,tree,train_04_r1c1,16,data/classifier/train/tree/train_04_r1c1_segment_16.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_16.png
train,tree,train_04_r1c1,23,data/classifier/train/tree/train_04_r1c1_segment_23.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_23.png
train,tree,train_04_r1c1,5,data/classifier/train/tree/train_04_r1c1_segment_5.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_5.png
train,tree,train_04_r1c1,72,data/classifier/train/tree/train_04_r1c1_segment_72.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_72.png
train,tree,train_04_r1c1,83,data/classifier/train/tree/train_04_r1c1_segment_83.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_83.png
train,tree,train_04_r1c1,91,data/classifier/train/tree/train_04_r1c1_segment_91.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_91.png
train,tree,train_04_r1c1,96,data/classifier/train/tree/train_04_r1c1_segment_96.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_96.png
train,tree,train_04_r1c1,97,data/classifier/train/tree/train_04_r1c1_segment_97.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_97.png
train,tree,train_05_r0c0,18,data/classifier/train/tree/train_05_r0c0_segment_18.png,outputs/labeling/source_patches/train/train_05_r0c0/crops/segment_18.png
train,tree,train_05_r0c0,4,data/classifier/train/tree/train_05_r0c0_segment_4.png,outputs/labeling/source_patches/train/train_05_r0c0/crops/segment_4.png
train,tree,train_05_r0c0,5,data/classifier/train/tree/train_05_r0c0_segment_5.png,outputs/labeling/source_patches/train/train_05_r0c0/crops/segment_5.png
train,tree,train_05_r1c1,0,data/classifier/train/tree/train_05_r1c1_segment_0.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_0.png
train,tree,train_05_r1c1,1,data/classifier/train/tree/train_05_r1c1_segment_1.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_1.png
train,tree,train_05_r1c1,10,data/classifier/train/tree/train_05_r1c1_segment_10.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_10.png
train,tree,train_05_r1c1,14,data/classifier/train/tree/train_05_r1c1_segment_14.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_14.png
train,tree,train_05_r1c1,2,data/classifier/train/tree/train_05_r1c1_segment_2.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_2.png
train,tree,train_05_r1c1,24,data/classifier/train/tree/train_05_r1c1_segment_24.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_24.png
train,tree,train_05_r1c1,25,data/classifier/train/tree/train_05_r1c1_segment_25.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_25.png
train,tree,train_05_r1c1,3,data/classifier/train/tree/train_05_r1c1_segment_3.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_3.png
train,tree,train_05_r1c1,30,data/classifier/train/tree/train_05_r1c1_segment_30.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_30.png
train,tree,train_05_r1c1,36,data/classifier/train/tree/train_05_r1c1_segment_36.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_36.png
train,tree,train_09_r0c1,9,data/classifier/train/tree/train_09_r0c1_segment_9.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_9.png
train,tree,train_16_r0c1,10,data/classifier/train/tree/train_16_r0c1_segment_10.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_10.png
train,tree,train_16_r0c1,11,data/classifier/train/tree/train_16_r0c1_segment_11.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_11.png
train,tree,train_16_r0c1,13,data/classifier/train/tree/train_16_r0c1_segment_13.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_13.png
train,tree,train_16_r0c1,14,data/classifier/train/tree/train_16_r0c1_segment_14.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_14.png
train,tree,train_16_r0c1,16,data/classifier/train/tree/train_16_r0c1_segment_16.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_16.png
train,tree,train_16_r0c1,17,data/classifier/train/tree/train_16_r0c1_segment_17.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_17.png
train,tree,train_16_r0c1,18,data/classifier/train/tree/train_16_r0c1_segment_18.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_18.png
train,tree,train_16_r0c1,19,data/classifier/train/tree/train_16_r0c1_segment_19.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_19.png
train,tree,train_16_r0c1,22,data/classifier/train/tree/train_16_r0c1_segment_22.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_22.png
train,tree,train_16_r0c1,25,data/classifier/train/tree/train_16_r0c1_segment_25.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_25.png
train,tree,train_16_r0c1,27,data/classifier/train/tree/train_16_r0c1_segment_27.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_27.png
train,tree,train_16_r0c1,28,data/classifier/train/tree/train_16_r0c1_segment_28.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_28.png
train,tree,train_16_r0c1,31,data/classifier/train/tree/train_16_r0c1_segment_31.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_31.png
train,tree,train_16_r0c1,32,data/classifier/train/tree/train_16_r0c1_segment_32.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_32.png
train,tree,train_16_r0c1,33,data/classifier/train/tree/train_16_r0c1_segment_33.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_33.png
train,tree,train_16_r0c1,35,data/classifier/train/tree/train_16_r0c1_segment_35.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_35.png
train,tree,train_16_r0c1,37,data/classifier/train/tree/train_16_r0c1_segment_37.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_37.png
train,tree,train_16_r0c1,41,data/classifier/train/tree/train_16_r0c1_segment_41.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_41.png
train,tree,train_16_r0c1,42,data/classifier/train/tree/train_16_r0c1_segment_42.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_42.png
train,tree,train_16_r0c1,45,data/classifier/train/tree/train_16_r0c1_segment_45.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_45.png
train,tree,train_16_r0c1,9,data/classifier/train/tree/train_16_r0c1_segment_9.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_9.png
train,car,building_patch_02,11,data/classifier/train/car/building_patch_02_segment_11.png,outputs/labeling/building_patch_02/crops/segment_11.png
train,car,building_patch_02,21,data/classifier/train/car/building_patch_02_segment_21.png,outputs/labeling/building_patch_02/crops/segment_21.png
train,car,building_patch_02,26,data/classifier/train/car/building_patch_02_segment_26.png,outputs/labeling/building_patch_02/crops/segment_26.png
train,car,building_patch_02,32,data/classifier/train/car/building_patch_02_segment_32.png,outputs/labeling/building_patch_02/crops/segment_32.png
train,car,building_patch_02,37,data/classifier/train/car/building_patch_02_segment_37.png,outputs/labeling/building_patch_02/crops/segment_37.png
train,car,building_patch_02,39,data/classifier/train/car/building_patch_02_segment_39.png,outputs/labeling/building_patch_02/crops/segment_39.png
train,car,building_patch_02,40,data/classifier/train/car/building_patch_02_segment_40.png,outputs/labeling/building_patch_02/crops/segment_40.png
train,car,building_patch_02,49,data/classifier/train/car/building_patch_02_segment_49.png,outputs/labeling/building_patch_02/crops/segment_49.png
train,car,building_patch_02,52,data/classifier/train/car/building_patch_02_segment_52.png,outputs/labeling/building_patch_02/crops/segment_52.png
train,car,building_patch_02,6,data/classifier/train/car/building_patch_02_segment_6.png,outputs/labeling/building_patch_02/crops/segment_6.png
train,car,parking_patch_01,1,data/classifier/train/car/parking_patch_01_segment_1.png,outputs/labeling/parking_patch_01/crops/segment_1.png
train,car,parking_patch_01,12,data/classifier/train/car/parking_patch_01_segment_12.png,outputs/labeling/parking_patch_01/crops/segment_12.png
train,car,parking_patch_01,16,data/classifier/train/car/parking_patch_01_segment_16.png,outputs/labeling/parking_patch_01/crops/segment_16.png
train,car,parking_patch_01,17,data/classifier/train/car/parking_patch_01_segment_17.png,outputs/labeling/parking_patch_01/crops/segment_17.png
train,car,parking_patch_01,2,data/classifier/train/car/parking_patch_01_segment_2.png,outputs/labeling/parking_patch_01/crops/segment_2.png
train,car,parking_patch_01,25,data/classifier/train/car/parking_patch_01_segment_25.png,outputs/labeling/parking_patch_01/crops/segment_25.png
train,car,parking_patch_01,26,data/classifier/train/car/parking_patch_01_segment_26.png,outputs/labeling/parking_patch_01/crops/segment_26.png
train,car,parking_patch_01,27,data/classifier/train/car/parking_patch_01_segment_27.png,outputs/labeling/parking_patch_01/crops/segment_27.png
train,car,parking_patch_01,28,data/classifier/train/car/parking_patch_01_segment_28.png,outputs/labeling/parking_patch_01/crops/segment_28.png
train,car,parking_patch_01,29,data/classifier/train/car/parking_patch_01_segment_29.png,outputs/labeling/parking_patch_01/crops/segment_29.png
train,car,parking_patch_01,3,data/classifier/train/car/parking_patch_01_segment_3.png,outputs/labeling/parking_patch_01/crops/segment_3.png
train,car,parking_patch_01,31,data/classifier/train/car/parking_patch_01_segment_31.png,outputs/labeling/parking_patch_01/crops/segment_31.png
train,car,parking_patch_01,32,data/classifier/train/car/parking_patch_01_segment_32.png,outputs/labeling/parking_patch_01/crops/segment_32.png
train,car,parking_patch_01,35,data/classifier/train/car/parking_patch_01_segment_35.png,outputs/labeling/parking_patch_01/crops/segment_35.png
train,car,parking_patch_01,36,data/classifier/train/car/parking_patch_01_segment_36.png,outputs/labeling/parking_patch_01/crops/segment_36.png
train,car,parking_patch_01,37,data/classifier/train/car/parking_patch_01_segment_37.png,outputs/labeling/parking_patch_01/crops/segment_37.png
train,car,parking_patch_01,38,data/classifier/train/car/parking_patch_01_segment_38.png,outputs/labeling/parking_patch_01/crops/segment_38.png
train,car,parking_patch_01,39,data/classifier/train/car/parking_patch_01_segment_39.png,outputs/labeling/parking_patch_01/crops/segment_39.png
train,car,parking_patch_01,4,data/classifier/train/car/parking_patch_01_segment_4.png,outputs/labeling/parking_patch_01/crops/segment_4.png
train,car,parking_patch_01,40,data/classifier/train/car/parking_patch_01_segment_40.png,outputs/labeling/parking_patch_01/crops/segment_40.png
train,car,parking_patch_01,44,data/classifier/train/car/parking_patch_01_segment_44.png,outputs/labeling/parking_patch_01/crops/segment_44.png
train,car,parking_patch_01,45,data/classifier/train/car/parking_patch_01_segment_45.png,outputs/labeling/parking_patch_01/crops/segment_45.png
train,car,parking_patch_01,48,data/classifier/train/car/parking_patch_01_segment_48.png,outputs/labeling/parking_patch_01/crops/segment_48.png
train,car,parking_patch_01,49,data/classifier/train/car/parking_patch_01_segment_49.png,outputs/labeling/parking_patch_01/crops/segment_49.png
train,car,parking_patch_01,55,data/classifier/train/car/parking_patch_01_segment_55.png,outputs/labeling/parking_patch_01/crops/segment_55.png
train,car,parking_patch_01,57,data/classifier/train/car/parking_patch_01_segment_57.png,outputs/labeling/parking_patch_01/crops/segment_57.png
train,car,parking_patch_01,58,data/classifier/train/car/parking_patch_01_segment_58.png,outputs/labeling/parking_patch_01/crops/segment_58.png
train,car,parking_patch_01,59,data/classifier/train/car/parking_patch_01_segment_59.png,outputs/labeling/parking_patch_01/crops/segment_59.png
train,car,parking_patch_01,60,data/classifier/train/car/parking_patch_01_segment_60.png,outputs/labeling/parking_patch_01/crops/segment_60.png
train,car,parking_patch_01,63,data/classifier/train/car/parking_patch_01_segment_63.png,outputs/labeling/parking_patch_01/crops/segment_63.png
train,car,parking_patch_01,65,data/classifier/train/car/parking_patch_01_segment_65.png,outputs/labeling/parking_patch_01/crops/segment_65.png
train,car,parking_patch_01,66,data/classifier/train/car/parking_patch_01_segment_66.png,outputs/labeling/parking_patch_01/crops/segment_66.png
train,car,parking_patch_01,8,data/classifier/train/car/parking_patch_01_segment_8.png,outputs/labeling/parking_patch_01/crops/segment_8.png
train,car,parking_patch_01,9,data/classifier/train/car/parking_patch_01_segment_9.png,outputs/labeling/parking_patch_01/crops/segment_9.png
train,car,train_04_r1c0,15,data/classifier/train/car/train_04_r1c0_segment_15.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_15.png
train,car,train_04_r1c0,43,data/classifier/train/car/train_04_r1c0_segment_43.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_43.png
train,car,train_04_r1c0,44,data/classifier/train/car/train_04_r1c0_segment_44.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_44.png
train,car,train_04_r1c1,57,data/classifier/train/car/train_04_r1c1_segment_57.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_57.png
train,car,train_04_r1c1,71,data/classifier/train/car/train_04_r1c1_segment_71.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_71.png
train,car,train_04_r1c1,74,data/classifier/train/car/train_04_r1c1_segment_74.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_74.png
train,car,train_04_r1c1,79,data/classifier/train/car/train_04_r1c1_segment_79.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_79.png
train,car,train_04_r1c1,84,data/classifier/train/car/train_04_r1c1_segment_84.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_84.png
train,car,train_04_r1c1,86,data/classifier/train/car/train_04_r1c1_segment_86.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_86.png
train,car,train_04_r1c1,92,data/classifier/train/car/train_04_r1c1_segment_92.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_92.png
train,car,train_04_r1c1,95,data/classifier/train/car/train_04_r1c1_segment_95.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_95.png
train,car,train_04_r1c1,98,data/classifier/train/car/train_04_r1c1_segment_98.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_98.png
train,car,train_05_r1c1,16,data/classifier/train/car/train_05_r1c1_segment_16.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_16.png
train,car,train_05_r1c1,19,data/classifier/train/car/train_05_r1c1_segment_19.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_19.png
train,car,train_05_r1c1,35,data/classifier/train/car/train_05_r1c1_segment_35.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_35.png
train,car,train_05_r1c1,37,data/classifier/train/car/train_05_r1c1_segment_37.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_37.png
train,car,train_09_r0c1,10,data/classifier/train/car/train_09_r0c1_segment_10.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_10.png
train,car,train_16_r0c1,38,data/classifier/train/car/train_16_r0c1_segment_38.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_38.png
train,car,train_16_r0c1,44,data/classifier/train/car/train_16_r0c1_segment_44.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_44.png
train,other,building_patch_02,0,data/classifier/train/other/building_patch_02_segment_0.png,outputs/labeling/building_patch_02/crops/segment_0.png
train,other,building_patch_02,10,data/classifier/train/other/building_patch_02_segment_10.png,outputs/labeling/building_patch_02/crops/segment_10.png
train,other,building_patch_02,12,data/classifier/train/other/building_patch_02_segment_12.png,outputs/labeling/building_patch_02/crops/segment_12.png
train,other,building_patch_02,14,data/classifier/train/other/building_patch_02_segment_14.png,outputs/labeling/building_patch_02/crops/segment_14.png
train,other,building_patch_02,16,data/classifier/train/other/building_patch_02_segment_16.png,outputs/labeling/building_patch_02/crops/segment_16.png
train,other,building_patch_02,17,data/classifier/train/other/building_patch_02_segment_17.png,outputs/labeling/building_patch_02/crops/segment_17.png
train,other,building_patch_02,20,data/classifier/train/other/building_patch_02_segment_20.png,outputs/labeling/building_patch_02/crops/segment_20.png
train,other,building_patch_02,24,data/classifier/train/other/building_patch_02_segment_24.png,outputs/labeling/building_patch_02/crops/segment_24.png
train,other,building_patch_02,25,data/classifier/train/other/building_patch_02_segment_25.png,outputs/labeling/building_patch_02/crops/segment_25.png
train,other,building_patch_02,29,data/classifier/train/other/building_patch_02_segment_29.png,outputs/labeling/building_patch_02/crops/segment_29.png
train,other,building_patch_02,3,data/classifier/train/other/building_patch_02_segment_3.png,outputs/labeling/building_patch_02/crops/segment_3.png
train,other,building_patch_02,33,data/classifier/train/other/building_patch_02_segment_33.png,outputs/labeling/building_patch_02/crops/segment_33.png
train,other,building_patch_02,35,data/classifier/train/other/building_patch_02_segment_35.png,outputs/labeling/building_patch_02/crops/segment_35.png
train,other,building_patch_02,42,data/classifier/train/other/building_patch_02_segment_42.png,outputs/labeling/building_patch_02/crops/segment_42.png
train,other,building_patch_02,47,data/classifier/train/other/building_patch_02_segment_47.png,outputs/labeling/building_patch_02/crops/segment_47.png
train,other,building_patch_02,53,data/classifier/train/other/building_patch_02_segment_53.png,outputs/labeling/building_patch_02/crops/segment_53.png
train,other,building_patch_02,62,data/classifier/train/other/building_patch_02_segment_62.png,outputs/labeling/building_patch_02/crops/segment_62.png
train,other,building_patch_02,66,data/classifier/train/other/building_patch_02_segment_66.png,outputs/labeling/building_patch_02/crops/segment_66.png
train,other,building_patch_02,67,data/classifier/train/other/building_patch_02_segment_67.png,outputs/labeling/building_patch_02/crops/segment_67.png
train,other,building_patch_02,8,data/classifier/train/other/building_patch_02_segment_8.png,outputs/labeling/building_patch_02/crops/segment_8.png
train,other,parking_patch_01,0,data/classifier/train/other/parking_patch_01_segment_0.png,outputs/labeling/parking_patch_01/crops/segment_0.png
train,other,parking_patch_01,14,data/classifier/train/other/parking_patch_01_segment_14.png,outputs/labeling/parking_patch_01/crops/segment_14.png
train,other,parking_patch_01,15,data/classifier/train/other/parking_patch_01_segment_15.png,outputs/labeling/parking_patch_01/crops/segment_15.png
train,other,parking_patch_01,18,data/classifier/train/other/parking_patch_01_segment_18.png,outputs/labeling/parking_patch_01/crops/segment_18.png
train,other,parking_patch_01,20,data/classifier/train/other/parking_patch_01_segment_20.png,outputs/labeling/parking_patch_01/crops/segment_20.png
train,other,parking_patch_01,21,data/classifier/train/other/parking_patch_01_segment_21.png,outputs/labeling/parking_patch_01/crops/segment_21.png
train,other,parking_patch_01,24,data/classifier/train/other/parking_patch_01_segment_24.png,outputs/labeling/parking_patch_01/crops/segment_24.png
train,other,parking_patch_01,30,data/classifier/train/other/parking_patch_01_segment_30.png,outputs/labeling/parking_patch_01/crops/segment_30.png
train,other,parking_patch_01,33,data/classifier/train/other/parking_patch_01_segment_33.png,outputs/labeling/parking_patch_01/crops/segment_33.png
